binomial,lon,lat
Eurycea cirrigera.14,-82.91211442,35.47950365
Eurycea cirrigera.15,-80.41211442,35.47950365
Eurycea cirrigera.16,-77.97102138,35.54800849
Eurycea cirrigera.17,-90.12961719,32.96105515
Eurycea cirrigera.18,-87.91211442,32.97950365
Eurycea cirrigera.19,-85.41211442,32.97950365
Eurycea cirrigera.20,-82.91211442,32.97950365
Eurycea cirrigera.21,-80.60415732,33.2452812
Eurycea cirrigera.22,-78.64353745,33.98861556
Eurycea cirrigera.23,-90.30701388,31.01746359
Eurycea cirrigera.24,-87.91728553,31.05698391
Eurycea cirrigera.25,-85.32584243,30.8748148
Eurycea cirrigera.26,-83.01290559,30.81493855
Eurycea cirrigera.27,-81.47289292,31.31525001
Eurycea guttolineata.1,-88.19243104,36.88434831
Eurycea guttolineata.2,-79.66228181,37.14088683
Eurycea guttolineata.3,-77.86240862,37.78681489
Eurycea guttolineata.4,-89.67910898,35.15547411
Eurycea guttolineata.5,-88.33394013,35.35526145
Eurycea guttolineata.6,-85.32940424,34.62052686
Eurycea guttolineata.7,-82.76755305,35.12170158
Eurycea guttolineata.8,-80.38016403,35.51666712
Eurycea guttolineata.9,-77.95838544,35.62228422
Eurycea guttolineata.10,-90.11972539,33.05070918
Eurycea guttolineata.11,-87.91211442,33.07001495
Eurycea guttolineata.12,-85.41210902,33.06943065
Eurycea guttolineata.13,-82.91211442,33.07001495
Eurycea guttolineata.14,-80.58649766,33.31066317
Eurycea guttolineata.15,-78.6068462,34.04322062
Eurycea guttolineata.16,-90.30404849,31.05987153
Eurycea guttolineata.17,-87.91695727,31.10254758
Eurycea guttolineata.18,-85.33029223,30.92133317
Eurycea guttolineata.19,-83.22668937,31.29249282
Eurycea guttolineata.20,-81.43447023,31.49683374
Eurycea junaluska,-83.81708237,35.57074225
Eurycea latitans,-98.70910501,29.98725255
Eurycea lucifuga.1,-93.56597735,38.30689154
Eurycea lucifuga.2,-92.17958328,38.47703061
Eurycea lucifuga.3,-90.18258906,38.43534648
Eurycea lucifuga.4,-86.75775174,38.89556437
Eurycea lucifuga.5,-84.73925921,38.71961892
Eurycea lucifuga.6,-83.05163915,38.39815993
Eurycea lucifuga.7,-79.39372213,38.37207166
Eurycea lucifuga.8,-94.31578385,36.56818864
Eurycea lucifuga.9,-92.08872058,36.81598888
Eurycea lucifuga.10,-89.78607334,37.4102695
Eurycea lucifuga.11,-87.0090548,36.74009085
Eurycea lucifuga.12,-84.71769404,36.68005871
Eurycea lucifuga.13,-82.16311617,36.68907714
Eurycea lucifuga.14,-80.15971373,37.5673601
Eurycea lucifuga.15,-94.76310933,35.40846445
Eurycea lucifuga.16,-92.42998188,35.43305683
Eurycea lucifuga.17,-88.33977149,34.8185037
Eurycea lucifuga.18,-86.86978255,34.4369478
Eurycea lucifuga.19,-85.15284229,34.72166132
Eurycea multiplicata.1,-94.57227148,36.50905284
Eurycea multiplicata.2,-92.78251794,36.83419344
Eurycea multiplicata.3,-94.93286914,34.74536438
Eurycea multiplicata.4,-92.88413597,35.01677112
Eurycea nana,-97.95438558,29.85224286
Eurycea naufragia,-97.71660749,30.67432449
Eurycea neotenes,-98.69340815,29.63010468
Eurycea pterophila,-98.22821459,30.05468693
Eurycea quadridigitata.1,-93.1951939,34.38960473
Eurycea quadridigitata.2,-92.20498536,34.29434498
Eurycea quadridigitata.3,-82.4382006,34.07422799
Eurycea quadridigitata.4,-80.39411064,34.66904623
Eurycea quadridigitata.5,-78.52998301,35.20566265
Eurycea quadridigitata.6,-95.58036522,32.42191256
Eurycea quadridigitata.7,-93.50291831,32.70410246
Eurycea quadridigitata.8,-91.33109117,32.41560386
Eurycea quadridigitata.9,-88.48950273,32.13346568
Eurycea quadridigitata.10,-86.07088665,32.17414222
Eurycea quadridigitata.11,-83.40583742,32.37934251
Eurycea quadridigitata.12,-81.2063349,32.94332334
Eurycea quadridigitata.13,-79.27071095,33.63140299
Eurycea quadridigitata.14,-95.87602067,30.60321094
Eurycea quadridigitata.15,-93.60165474,30.67169399
Eurycea quadridigitata.16,-91.04092695,30.49637262
Eurycea quadridigitata.17,-88.67299858,30.8154625
Eurycea quadridigitata.18,-85.93041671,30.83752722
Eurycea quadridigitata.19,-83.43520165,30.53469312
Eurycea quadridigitata.20,-81.78822722,30.22279439
Eurycea quadridigitata.21,-89.31333135,28.99229477
Eurycea quadridigitata.22,-82.5021421,28.12917983
Eurycea quadridigitata.23,-81.32481913,27.71995871
Eurycea quadridigitata.24,-80.86016862,26.03891095
Eurycea rathbuni,-97.97497976,29.89268687
Eurycea sosorum,-97.76953623,30.26938077
Eurycea spelaea.1,-94.29876554,36.86549124
Eurycea spelaea.2,-92.09494045,37.26188422
Eurycea tonkawae,-97.73956466,30.49839291
Eurycea tridentifera,-98.48890698,29.78596304
Eurycea troglodytes,-99.10892359,29.35298416
Eurycea tynerensis,-94.50724258,36.29540276
Eurycea wallacei,-85.0074041,30.91000621
Eurycea waterlooensis,-97.74550233,30.26639875
Eurycea wilderae.1,-83.53671248,35.65280991
Eurycea wilderae.2,-81.70692349,36.25341585
Gyrinophilus gulolineatus,-84.27331825,35.75323685
Gyrinophilus palleucus.1,-86.35519119,35.12444879
Gyrinophilus palleucus.2,-84.74808261,35.44615558
Gyrinophilus porphyriticus.1,-76.3446471,44.10234728
Gyrinophilus porphyriticus.2,-74.79662224,44.48117081
Gyrinophilus porphyriticus.3,-72.32082505,44.8945628
Gyrinophilus porphyriticus.4,-70.11658282,45.38788089
Gyrinophilus porphyriticus.5,-79.48932503,42.04729454
Gyrinophilus porphyriticus.6,-77.5693668,42.46015633
Gyrinophilus porphyriticus.7,-75.06257578,42.81353517
Gyrinophilus porphyriticus.8,-72.61246759,42.8832652
Gyrinophilus porphyriticus.9,-70.86552367,43.46378825
Gyrinophilus porphyriticus.10,-84.50468395,39.19702712
Gyrinophilus porphyriticus.11,-82.24498976,39.87647082
Gyrinophilus porphyriticus.12,-79.98423572,40.23237601
Gyrinophilus porphyriticus.13,-77.6753771,40.45745583
Gyrinophilus porphyriticus.14,-75.14398599,40.93129853
Gyrinophilus porphyriticus.15,-73.64055162,41.32400356
Gyrinophilus porphyriticus.16,-86.46976511,36.96492929
Gyrinophilus porphyriticus.17,-84.79857375,37.07617449
Gyrinophilus porphyriticus.18,-82.5332346,37.8017337
Gyrinophilus porphyriticus.19,-80.11197106,37.85378829
Gyrinophilus porphyriticus.20,-78.49377499,38.4740531
Gyrinophilus porphyriticus.21,-87.63360457,34.54132257
Gyrinophilus porphyriticus.22,-85.01073787,35.27524821
Gyrinophilus porphyriticus.23,-82.55535136,35.38514777
Gyrinophilus porphyriticus.24,-80.72370884,35.8136061
Gyrinophilus porphyriticus.25,-87.14380884,33.47669598
Gyrinophilus porphyriticus.26,-85.23367538,33.51306157
Gyrinophilus porphyriticus.27,-83.16417911,33.93310046
Gyrinophilus subterraneus,-80.5523214,37.75622892
Hemidactylium scutatum.1,-93.64311132,46.313231
Hemidactylium scutatum.2,-92.14256923,46.14284696
Hemidactylium scutatum.3,-89.60423263,46.10326261
Hemidactylium scutatum.4,-87.47138096,46.18204527
Hemidactylium scutatum.5,-84.66757471,45.92647891
Hemidactylium scutatum.6,-82.14488452,46.42462932
Hemidactylium scutatum.7,-79.72310368,45.7477887
Hemidactylium scutatum.8,-77.28879661,45.35009175
Hemidactylium scutatum.9,-74.35565256,45.44178075
Hemidactylium scutatum.10,-72.3412219,45.95220129
Hemidactylium scutatum.11,-69.13962435,45.77112605
Hemidactylium scutatum.12,-68.27130177,45.38135949
Hemidactylium scutatum.13,-64.90244013,45.74389563
Hemidactylium scutatum.14,-61.28531121,45.82208438
Hemidactylium scutatum.15,-91.23206133,44.47126749
Hemidactylium scutatum.16,-89.98597012,43.79887428
Hemidactylium scutatum.17,-87.20570337,43.94648948
Hemidactylium scutatum.18,-84.74552163,43.72707806
Hemidactylium scutatum.19,-82.01960402,43.51790738
Hemidactylium scutatum.20,-79.86256296,43.76498083
Hemidactylium scutatum.21,-77.16235035,43.54065881
Hemidactylium scutatum.22,-74.79982254,43.56252894
Hemidactylium scutatum.23,-72.22823167,43.38740414
Hemidactylium scutatum.24,-70.05279679,43.87969859
Hemidactylium scutatum.25,-68.258668,44.7017636
Hemidactylium scutatum.26,-65.02631353,44.35415767
Hemidactylium scutatum.27,-62.80475533,44.84528574
Hemidactylium scutatum.28,-91.02085677,41.37691235
Hemidactylium scutatum.29,-89.78066156,41.57308937
Hemidactylium scutatum.30,-86.91700946,41.09628468
Hemidactylium scutatum.31,-84.8874354,41.36810519
Hemidactylium scutatum.32,-82.06822545,41.02395827
Hemidactylium scutatum.33,-79.55877681,41.14972948
Hemidactylium scutatum.34,-77.24232444,41.22631073
Hemidactylium scutatum.35,-74.80882644,41.28502892
Hemidactylium scutatum.36,-72.3867625,41.82004548
Hemidactylium scutatum.37,-70.63332092,41.86416709
Hemidactylium scutatum.38,-91.94960977,38.1247887
Hemidactylium scutatum.39,-90.51142025,38.25072241
Hemidactylium scutatum.40,-86.742371,39.27671156
Hemidactylium scutatum.41,-84.82635403,38.92409074
Hemidactylium scutatum.42,-82.63834771,38.57513986
Hemidactylium scutatum.43,-79.56286111,38.61695022
Hemidactylium scutatum.44,-77.35812745,38.77296159
Hemidactylium scutatum.45,-75.31855951,39.15441923
Hemidactylium scutatum.46,-91.80275248,36.96310339
Hemidactylium scutatum.47,-90.45011775,37.1811032
Hemidactylium scutatum.48,-87.14255062,36.07871832
Hemidactylium scutatum.49,-84.62069666,36.0696255
Hemidactylium scutatum.50,-82.25022631,36.14786026
Hemidactylium scutatum.51,-79.73852083,36.22260788
Hemidactylium scutatum.52,-77.54452683,36.57154069
Hemidactylium scutatum.53,-75.93527034,37.18816173
Hemidactylium scutatum.54,-94.74443026,34.2690534
Hemidactylium scutatum.55,-93.03670266,34.40980663
Hemidactylium scutatum.56,-90.46201699,32.49773554
Hemidactylium scutatum.57,-87.12236603,33.69851453
Hemidactylium scutatum.58,-85.19011206,33.62640811
Hemidactylium scutatum.59,-82.22243116,34.13871194
Hemidactylium scutatum.60,-79.93910407,34.49790716
Hemidactylium scutatum.61,-77.94230379,34.54260324
Hemidactylium scutatum.62,-91.10828831,30.4756798
Hemidactylium scutatum.63,-90.1051286,31.36208747
Hemidactylium scutatum.64,-87.2510709,31.54693205
Hemidactylium scutatum.65,-85.2073563,31.33043974
Hydromantes ambrosii,10.1025992,44.0852723
Hydromantes brunus,-120.0782662,37.60001259
Hydromantes flavus,9.58185729,40.44079556
Hydromantes genei,8.6789892,39.28034356
Hydromantes imperialis,9.26308438,39.8642158
Hydromantes italicus.1,11.52149334,43.92205387
Hydromantes italicus.2,13.35405909,42.87094895
Hydromantes platycephalus.1,-119.6358693,38.13394084
Hydromantes platycephalus.2,-118.2900041,37.53691437
Hydromantes platycephalus.3,-119.1047027,36.77325522
Hydromantes platycephalus.4,-118.0253859,36.50470494
Hydromantes shastae,-122.1780257,40.81136203
Hydromantes strinatii,8.04825018,44.2233212
Hydromantes supramontis,9.5544133,40.1532058
Isthmura bellii.1,-108.6038239,28.26880532
Isthmura bellii.2,-107.60336,25.99489562
Isthmura bellii.3,-104.3470109,21.43268375
Isthmura bellii.4,-102.8680145,21.48018341
Isthmura bellii.5,-100.9345808,21.54073971
Isthmura bellii.6,-104.5250474,20.33241942
Isthmura bellii.7,-102.8316281,20.2423118
Isthmura bellii.8,-100.3521767,20.07775306
Isthmura bellii.9,-98.80737833,19.51534848
Ixalotriton niger,-93.19644009,16.87344199
Ixalotriton parvus,-94.16530642,16.56760844
Karsenia koreana,127.6054133,36.18541134
Nototriton abscondens,-84.08438202,10.08861087
Nototriton barbouri,-87.35121777,15.3467457
Nototriton brodiei,-88.48044154,15.4451024
Nototriton limnospectator,-88.1263283,14.90846051
Nototriton picadoi,-83.92448622,9.74436067
Nototriton richardi,-84.03826377,10.14436169
Nototriton saslaya,-85.05406581,13.72447349
Nyctanolis pernix,-90.73081825,15.58773693
Oedipina carablanca,-83.66329996,10.14296699
Oedipina complex.1,-79.15230028,9.08373919
Oedipina complex.2,-77.730633,7.0887936
Oedipina complex.3,-78.12084142,2.39016949
Oedipina complex.4,-78.61467279,1.5094032
Oedipina cyclocauda.1,-85.83337972,14.99996319
Oedipina cyclocauda.2,-84.15510004,14.60192592
Oedipina cyclocauda.3,-85.23639977,13.23663262
Oedipina cyclocauda.4,-84.20852781,12.42533567
Oedipina cyclocauda.5,-83.51203415,10.21842456
Oedipina elongata.1,-91.7670235,16.9278419
Oedipina elongata.2,-88.82115226,16.31797542
Oedipina gephyra,-87.03684583,15.56107622
Oedipina gracilis,-83.28999218,9.9120514
Oedipina grandis,-82.77300835,8.97002191
Oedipina maritima,-81.55729226,9.09646712
Oedipina parvipes.1,-79.89372465,9.11937355
Oedipina parvipes.2,-76.86018638,7.4714073
Oedipina poelzi,-83.94752011,10.03638271
Oedipina pseudouniformis,-85.65366217,12.99560082
Oedipina savagei,-82.87661032,8.86203853
Oedipina taylori,-89.58230478,13.91823246
Oedipina tomasi,-88.2305217,15.50614604
Oedipina uniformis,-84.12455772,9.91452835
Parvimolge townsendi,-97.01130333,19.1535306
Phaeognathus hubrichti,-87.08291282,31.63548874
Plethodon albagula.1,-93.72657585,37.65771983
Plethodon albagula.2,-92.01867107,38.18816061
Plethodon albagula.3,-90.31085944,37.86807767
Plethodon albagula.4,-95.80958184,35.8806305
Plethodon albagula.5,-94.36640277,35.79194286
Plethodon albagula.6,-92.17958309,35.9915258
Plethodon albagula.7,-90.29726702,36.81321866
Plethodon albagula.8,-94.41554162,34.07959461
Plethodon albagula.9,-92.58570471,34.23535823
Plethodon albagula.10,-99.28413646,30.46072184
Plethodon albagula.11,-97.40999048,30.57414778
Plethodon albagula.12,-95.55818268,30.7382157
Plethodon amplus,-82.37020449,35.49467121
Plethodon angusticlavius.1,-93.96163747,36.30546702
Plethodon angusticlavius.2,-92.26150454,36.212219
Plethodon asupak,-123.0638875,41.78482962
Plethodon caddoensis,-93.9631782,34.41653192
Plethodon cheoah,-83.5574951,35.35238505
Plethodon cinereus.1,-93.96191892,47.70982472
Plethodon cinereus.2,-92.09405202,48.21091826
Plethodon cinereus.3,-89.93093311,48.52908121
Plethodon cinereus.4,-87.2539598,49.04967105
Plethodon cinereus.5,-84.94675913,48.09105398
Plethodon cinereus.6,-83.47903174,47.63627252
Plethodon cinereus.7,-79.23497153,47.95700564
Plethodon cinereus.8,-77.18017171,48.21988438
Plethodon cinereus.9,-74.75469568,48.46480795
Plethodon cinereus.10,-72.27608402,48.54305657
Plethodon cinereus.11,-69.82868695,48.68161192
Plethodon cinereus.12,-67.35868649,48.56016454
Plethodon cinereus.13,-65.2754359,48.52655122
Plethodon cinereus.14,-94.12407153,46.70021296
Plethodon cinereus.15,-92.25962801,46.41529486
Plethodon cinereus.16,-89.72938028,45.958968
Plethodon cinereus.17,-87.59930976,46.07918961
Plethodon cinereus.18,-84.55841903,46.29873347
Plethodon cinereus.19,-82.2623874,46.54644167
Plethodon cinereus.20,-79.68112183,46.38073499
Plethodon cinereus.21,-77.28685526,46.30569174
Plethodon cinereus.22,-74.79530309,46.31760433
Plethodon cinereus.23,-72.28186725,46.30602275
Plethodon cinereus.24,-69.75910404,46.26889705
Plethodon cinereus.25,-67.29713031,46.31993126
Plethodon cinereus.26,-65.00480494,46.21926389
Plethodon cinereus.27,-62.3809727,45.66448741
Plethodon cinereus.28,-95.53132398,44.96530576
Plethodon cinereus.29,-91.84344119,44.77726856
Plethodon cinereus.30,-89.9306088,44.5604665
Plethodon cinereus.31,-87.23675673,44.15305739
Plethodon cinereus.32,-84.80026267,43.78900436
Plethodon cinereus.33,-82.23641727,43.42241907
Plethodon cinereus.34,-79.81599964,43.83533625
Plethodon cinereus.35,-77.28401337,43.83868441
Plethodon cinereus.36,-74.7816638,43.7987305
Plethodon cinereus.37,-72.28685526,43.80569174
Plethodon cinereus.38,-70.05538984,44.27639003
Plethodon cinereus.39,-67.72133666,44.70299385
Plethodon cinereus.40,-64.96125287,44.42142795
Plethodon cinereus.41,-62.95904218,44.8964981
Plethodon cinereus.42,-86.9767,40.99758626
Plethodon cinereus.43,-84.78685526,41.30569174
Plethodon cinereus.44,-82.35790982,41.06258511
Plethodon cinereus.45,-79.70527835,41.16988513
Plethodon cinereus.46,-77.28685526,41.30569174
Plethodon cinereus.47,-74.84071491,41.35436451
Plethodon cinereus.48,-72.41734702,41.85392725
Plethodon cinereus.49,-70.68358296,41.89820926
Plethodon cinereus.50,-87.08173421,39.02863332
Plethodon cinereus.51,-84.87814577,39.35244503
Plethodon cinereus.52,-82.28598069,39.13874262
Plethodon cinereus.53,-79.73726693,38.81178349
Plethodon cinereus.54,-77.39213131,38.85110432
Plethodon cinereus.55,-75.33112174,39.18340847
Plethodon cinereus.56,-81.95345059,36.17844499
Plethodon cinereus.57,-79.58266083,36.744038
Plethodon cinereus.58,-77.35249921,36.34924933
Plethodon cinereus.59,-75.91586576,36.3281083
Plethodon cylindraceus.1,-80.85957911,37.08844998
Plethodon cylindraceus.2,-79.09647605,37.96976442
Plethodon cylindraceus.3,-77.63610781,38.14371897
Plethodon cylindraceus.4,-81.80451465,35.70992598
Plethodon cylindraceus.5,-79.50802966,35.78342498
Plethodon cylindraceus.6,-77.84643183,35.73184537
Plethodon dunni.1,-123.1932752,45.47963332
Plethodon dunni.2,-123.3094703,43.46708168
Plethodon electromorphus.1,-84.35493851,39.76386477
Plethodon electromorphus.2,-81.90881439,40.28777676
Plethodon elongatus,-123.6364904,41.77762078
Plethodon fourchensis,-94.06099274,34.68153256
Plethodon glutinosus.1,-87.04218912,41.6306929
Plethodon glutinosus.2,-79.98549813,41.89825892
Plethodon glutinosus.3,-77.88108945,42.44167775
Plethodon glutinosus.4,-75.48882498,42.55684948
Plethodon glutinosus.5,-73.57786275,42.51826381
Plethodon glutinosus.6,-89.61904511,39.49013229
Plethodon glutinosus.7,-87.53879473,39.95410915
Plethodon glutinosus.8,-85.76256278,39.74871766
Plethodon glutinosus.9,-82.44660542,40.1458669
Plethodon glutinosus.10,-80.41138939,40.34346533
Plethodon glutinosus.11,-77.91314213,40.38317077
Plethodon glutinosus.12,-75.48187274,40.57435118
Plethodon glutinosus.13,-73.77156614,41.16343156
Plethodon glutinosus.14,-89.6254287,38.30638688
Plethodon glutinosus.15,-87.9097175,37.84613436
Plethodon glutinosus.16,-85.41211442,37.8441981
Plethodon glutinosus.17,-82.91280089,37.84493792
Plethodon glutinosus.18,-80.59861534,38.06904849
Plethodon glutinosus.19,-77.57147999,37.26062634
Plethodon glutinosus.20,-76.35779525,36.8457616
Plethodon glutinosus.21,-89.67649037,35.05945534
Plethodon glutinosus.22,-87.91211442,35.3441981
Plethodon glutinosus.23,-85.41211442,35.3441981
Plethodon glutinosus.24,-83.29968511,35.28618543
Plethodon glutinosus.25,-80.2766376,34.44987871
Plethodon glutinosus.26,-77.51567941,35.31439559
Plethodon glutinosus.27,-76.30174816,35.86358714
Plethodon glutinosus.28,-89.99414121,32.69976528
Plethodon glutinosus.29,-87.91211442,32.8441981
Plethodon glutinosus.30,-85.41211442,32.8441981
Plethodon glutinosus.31,-82.91211442,32.8441981
Plethodon glutinosus.32,-80.63193705,33.14802282
Plethodon glutinosus.33,-78.70747554,33.90568136
Plethodon glutinosus.34,-90.3083892,30.95232613
Plethodon glutinosus.35,-87.91786858,30.98878403
Plethodon glutinosus.36,-85.31821995,30.80527695
Plethodon glutinosus.37,-82.80060443,30.46279717
Plethodon glutinosus.38,-81.44823423,30.17643607
Plethodon glutinosus.39,-82.18141553,28.37904995
Plethodon glutinosus.40,-81.32429363,28.50832668
Plethodon hoffmani.1,-79.13843249,39.98204779
Plethodon hoffmani.2,-78.05558042,40.24070534
Plethodon hoffmani.3,-79.82210023,38.0145479
Plethodon hoffmani.4,-78.5566166,38.39544489
Plethodon hubrichti,-79.54487199,37.50972998
Plethodon idahoensis.1,-115.9140886,48.18196597
Plethodon idahoensis.2,-115.5600229,46.27486502
Plethodon kentucki,-82.62276118,37.51461982
Plethodon kiamichi,-94.70079933,34.89584451
Plethodon kisatchie,-92.58458052,32.53021425
Plethodon larselli,-121.6093133,46.08788195
Plethodon meridianus,-81.6891072,35.60540055
Plethodon metcalfi,-82.66197439,35.15099316
Plethodon montanus,-82.07319191,36.20849133
Plethodon neomexicanus,-106.5177576,35.93196313
Plethodon nettingi,-79.67144044,38.83171809
Plethodon ouachitae,-94.70281059,34.68686116
Plethodon petraeus,-85.42680356,34.75774102
Plethodon punctatus,-78.93101545,38.69039552
Plethodon sequoyah,-94.55515251,34.17989975
Plethodon serratus.1,-94.67960337,36.91588795
Plethodon serratus.2,-92.11772495,37.75149147
Plethodon serratus.3,-90.3782413,37.5241076
Plethodon serratus.4,-94.68614048,35.03958107
Plethodon serratus.5,-92.86676935,35.20437963
Plethodon serratus.6,-90.59896436,36.53067709
Plethodon serratus.7,-84.33888197,34.8094007
Plethodon serratus.8,-83.03848612,35.39746279
Plethodon serratus.9,-94.69042963,33.93447319
Plethodon serratus.10,-92.68097303,31.86118591
Plethodon serratus.11,-84.49917244,33.41226718
Plethodon serratus.12,-83.40805109,33.70855992
Plethodon shenandoah,-78.33299331,38.56791588
Plethodon shermani,-83.67105822,35.1752352
Plethodon stormi,-123.1611225,41.94848788
Plethodon teyahalee,-83.24006151,35.3000059
Plethodon vandykei,-123.4557626,47.15696465
Plethodon vehiculum.1,-126.8973099,50.16862355
Plethodon vehiculum.2,-124.6860912,49.38452498
Plethodon vehiculum.3,-122.0244255,49.15525316
Plethodon vehiculum.4,-123.8881476,47.29389162
Plethodon vehiculum.5,-122.3278858,47.11014825
Plethodon vehiculum.6,-123.7604031,44.52049172
Plethodon vehiculum.7,-122.7394224,44.87293881
Plethodon ventralis.1,-87.74559632,34.66103616
Plethodon ventralis.2,-85.31635513,34.73380884
Plethodon ventralis.3,-82.71846196,35.86116636
Plethodon ventralis.4,-88.59160403,33.41805496
Plethodon ventralis.5,-85.39041938,34.37442743
Plethodon virginia,-78.95806816,38.89463236
Plethodon websteri.1,-90.39055214,32.76423201
Plethodon websteri.2,-88.66956526,33.82753996
Plethodon websteri.3,-85.0810553,33.48657564
Plethodon websteri.4,-82.24081974,33.87274643
Plethodon websteri.5,-91.11329767,31.60295172
Plethodon welleri,-81.83224045,36.3413234
Plethodon yonahlossee,-81.69873779,36.25542623
Pseudoeurycea altamontana,-99.10801996,19.08648126
Pseudoeurycea aurantia,-96.7925271,17.88146219
Pseudoeurycea cochranae,-97.01875104,16.77885605
Pseudoeurycea firscheini,-97.2173964,18.67994588
Pseudoeurycea gadovii,-97.44810808,19.12490967
Pseudoeurycea juarezi,-96.29117662,17.38976774
Pseudoeurycea leprosa,-98.5298374,19.52132596
Pseudoeurycea longicauda,-100.3520592,19.74990076
Pseudoeurycea melanomolga,-97.18902,19.49891417
Pseudoeurycea mixcoatl,-99.8285384,17.51637007
Pseudoeurycea obesa,-96.95991078,18.14540504
Pseudoeurycea orchileucos,-96.37728451,17.69141458
Pseudoeurycea orchimelas,-95.04408898,18.46821619
Pseudoeurycea papenfussi,-96.60955999,17.60116095
Pseudoeurycea rex,-91.56040469,15.29238741
Pseudoeurycea robertsi,-99.76936535,19.16195225
Pseudoeurycea ruficauda,-96.90068269,18.1033948
Pseudoeurycea saltator,-96.39414758,17.59255748
Pseudoeurycea smithi,-96.62332453,17.29599031
Pseudoeurycea tenchalli,-100.1120495,17.41333304
Pseudoeurycea unguidentis,-96.65413369,17.18582891
Pseudoeurycea werleri,-95.28670234,18.35074341
Pseudotriton montanus.1,-85.94003749,37.94964054
Pseudotriton montanus.2,-84.06718766,38.30961082
Pseudotriton montanus.3,-82.17392979,38.50846111
Pseudotriton montanus.4,-78.0420438,37.778763
Pseudotriton montanus.5,-76.83615953,38.6136901
Pseudotriton montanus.6,-86.25757305,36.53825426
Pseudotriton montanus.7,-84.20217196,36.43383291
Pseudotriton montanus.8,-81.7167343,36.4188443
Pseudotriton montanus.9,-79.21265768,36.1483111
Pseudotriton montanus.10,-77.02820085,36.39977693
Pseudotriton montanus.11,-88.88526319,33.51663417
Pseudotriton montanus.12,-86.041004,33.60114929
Pseudotriton montanus.13,-83.91649882,33.72633699
Pseudotriton montanus.14,-81.69668634,33.93189137
Pseudotriton montanus.15,-79.3884232,34.18063641
Pseudotriton montanus.16,-77.34825066,34.82005815
Pseudotriton montanus.17,-89.11563276,31.08044293
Pseudotriton montanus.18,-86.6626175,31.4800029
Pseudotriton montanus.19,-84.19828284,31.42698478
Pseudotriton montanus.20,-82.00307734,31.55678653
Pseudotriton montanus.21,-80.24845347,32.61450231
Pseudotriton montanus.22,-89.66322344,30.17824163
Pseudotriton montanus.23,-85.56355903,30.10913886
Pseudotriton montanus.24,-84.01020145,29.90247484
Pseudotriton montanus.25,-81.89226731,29.31835846
Pseudotriton ruber.1,-79.19576695,42.52481235
Pseudotriton ruber.2,-77.75654201,42.53394152
Pseudotriton ruber.3,-75.20750439,43.67921679
Pseudotriton ruber.4,-73.88339916,42.96377137
Pseudotriton ruber.5,-82.1241223,40.61518543
Pseudotriton ruber.6,-80.29603421,41.04492608
Pseudotriton ruber.7,-77.90521853,41.23273579
Pseudotriton ruber.8,-75.38817943,41.21968656
Pseudotriton ruber.9,-73.68954779,41.31695147
Pseudotriton ruber.10,-86.82409028,37.81920579
Pseudotriton ruber.11,-85.16083891,37.99563288
Pseudotriton ruber.12,-82.65937016,38.55617698
Pseudotriton ruber.13,-80.38958544,38.75586753
Pseudotriton ruber.14,-77.90059045,38.76181478
Pseudotriton ruber.15,-75.61722755,39.27734969
Pseudotriton ruber.16,-74.10410847,39.91618326
Pseudotriton ruber.17,-89.3874089,35.20347911
Pseudotriton ruber.18,-87.69883857,36.0929826
Pseudotriton ruber.19,-85.26484121,36.09140251
Pseudotriton ruber.20,-82.88958544,36.25586753
Pseudotriton ruber.21,-80.38958544,36.25586753
Pseudotriton ruber.22,-78.18049281,36.39208828
Pseudotriton ruber.23,-76.4646008,37.38974571
Pseudotriton ruber.24,-89.68319614,33.49820819
Pseudotriton ruber.25,-87.88958544,33.75586753
Pseudotriton ruber.26,-85.38958544,33.75586753
Pseudotriton ruber.27,-82.88852016,33.77372796
Pseudotriton ruber.28,-80.89433457,34.14979142
Pseudotriton ruber.29,-78.51380463,34.87732315
Pseudotriton ruber.30,-90.0069435,31.49844969
Pseudotriton ruber.31,-87.89260526,31.44723838
Pseudotriton ruber.32,-85.52043943,31.32141045
Pseudotriton ruber.33,-82.69327557,31.64562431
Pseudotriton ruber.34,-81.42350442,32.25965266
Stereochilus marginatus.1,-78.8147101,35.37527703
Stereochilus marginatus.2,-77.09523687,35.85545106
Stereochilus marginatus.3,-81.13570381,33.12113335
Stereochilus marginatus.4,-79.61525981,33.89327243
Stereochilus marginatus.5,-77.65582021,34.53724122
Stereochilus marginatus.6,-81.97161688,31.230431
Stereochilus marginatus.7,-80.61397049,32.29552246
Thorius arboreus,-96.4128251,17.60275929
Thorius aureus,-96.47988619,17.56801493
Thorius boreas,-96.5079679,17.52870509
Thorius dubitus,-97.27991743,18.69223231
Thorius grandis,-100.1356643,17.43101007
Thorius lunaris,-97.13742989,18.9396272
Thorius macdougalli,-96.41179439,17.46501927
Thorius magnipes,-97.31648999,18.69616293
Thorius minutissimus,-95.81858164,16.2530827
Thorius minydemus,-96.9858357,19.66551827
Thorius munificus,-97.12414896,19.63709649
Thorius narisovalis,-96.76965594,17.11473578
Thorius omiltemi,-99.8295977,17.53820243
Thorius papaloae,-96.81147449,17.77316382
Thorius pennatulus,-96.9741534,19.13732065
Thorius pulmonaris,-96.61445647,17.16000473
Thorius schmidti,-96.92445596,18.35679222
