gbifID	type	format	identifier	references	title	description	created	creator	contributor	publisher	audience	source	license	rightsHolder
1500315355	StillImage	image/jpeg	https://static.inaturalist.org/photos/7447262/original.jpg?1493170604	http://inaturalist.ca/photos/7447262			2008-06-22T01:36Z	Mike V.A. Burrell		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Mike V.A. Burrell
1500315334	StillImage	image/jpeg	https://static.inaturalist.org/photos/7447253/original.jpg?1493170566	http://inaturalist.ca/photos/7447253			2008-06-21T04:55Z	Mike V.A. Burrell		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Mike V.A. Burrell
1500315334	StillImage	image/jpeg	https://static.inaturalist.org/photos/7447257/original.jpg?1493170581	http://inaturalist.ca/photos/7447257			2008-06-21T04:56Z	Mike V.A. Burrell		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Mike V.A. Burrell
1500315272	StillImage	image/jpeg	https://static.inaturalist.org/photos/7447252/original.jpg?1493170564	http://inaturalist.ca/photos/7447252			2004-01-01T09:14Z	Mike V.A. Burrell		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Mike V.A. Burrell
1457621375	StillImage	image/jpeg	https://static.inaturalist.org/photos/6934002/original.jpeg?1491660255	https://www.inaturalist.org/photos/6934002			2017-04-02T22:05Z	Nicholas Sly		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Nicholas Sly
1457621325	StillImage	image/jpeg	https://static.inaturalist.org/photos/6934004/original.jpeg?1491660264	https://www.inaturalist.org/photos/6934004			2017-04-02T22:48Z	Nicholas Sly		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Nicholas Sly
1457589248	StillImage	image/jpeg	https://static.inaturalist.org/photos/6802228/original.jpeg?1490934549	https://www.inaturalist.org/photos/6802228			2015-07-30T02:29Z	cloudya		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	cloudya
1457583858	StillImage	image/jpeg	https://static.inaturalist.org/photos/5888921/original.jpg?1482815292	https://www.inaturalist.org/photos/5888921			2014-05-27T11:50Z	quirkkd		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	quirkkd
1453509426	StillImage	image/jpeg	https://static.inaturalist.org/photos/6575326/original.jpeg?1489542158	https://www.inaturalist.org/photos/6575326			2015-06-30T23:02Z	Jeff Skrentny		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jeff Skrentny
1453509219	StillImage	image/jpeg	https://static.inaturalist.org/photos/6574517/original.jpeg?1489538760	https://www.inaturalist.org/photos/6574517			2015-06-28T00:01Z	Jeff Skrentny		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jeff Skrentny
1453345380	StillImage	image/jpeg	https://static.inaturalist.org/photos/6006454/original.jpeg?1484163329	https://www.inaturalist.org/photos/6006454			2016-09-01T20:23Z	tdemers		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	tdemers
1453317395	StillImage	image/jpeg	https://static.inaturalist.org/photos/5909863/original.jpg?1483064760	https://www.flickr.com/photos/131967103@N02/24734697313/			2005-07-07T21:02Z	Ryan McMinds		iNaturalist			http://creativecommons.org/licenses/by/4.0/	Ryan McMinds
1453317395	StillImage	image/jpeg	https://static.inaturalist.org/photos/5909864/original.jpg?1483064761	https://www.flickr.com/photos/131967103@N02/24993788769/			2005-07-07T21:02Z	Ryan McMinds		iNaturalist			http://creativecommons.org/licenses/by/4.0/	Ryan McMinds
1453317395	StillImage	image/jpeg	https://static.inaturalist.org/photos/5909865/original.jpg?1483064762	https://www.flickr.com/photos/131967103@N02/24993793819/			2005-07-07T21:02Z	Ryan McMinds		iNaturalist			http://creativecommons.org/licenses/by/4.0/	Ryan McMinds
1453226749	StillImage	image/jpeg	https://static.inaturalist.org/photos/5555630/original.jpeg?1479514837	http://www.inaturalist.org/photos/5555630			2016-08-16T17:45Z	gmontgomery		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	gmontgomery
1322996208	StillImage	image/jpeg	https://static.inaturalist.org/photos/3626706/original.jpg?1462831308	http://www.inaturalist.org/photos/3626706			2016-05-10T00:00Z	Andrew Lahr		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Andrew Lahr
1315059882	StillImage	image/jpeg	https://static.inaturalist.org/photos/4845987/original.jpeg?1473575088	http://www.inaturalist.org/photos/4845987			2015-07-28T19:11Z	kathawk		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	kathawk
1305166171	StillImage	image/jpeg	https://static.inaturalist.org/photos/4690191/original.jpeg?1472339592	http://www.inaturalist.org/photos/4690191			2016-08-24T22:18Z	dnewberry		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	dnewberry
1305162589	StillImage	image/jpeg	https://static.inaturalist.org/photos/4675047/original.jpg?1472192997	http://www.inaturalist.org/photos/4675047			2016-08-20T23:17Z	vulpes		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	vulpes
1305162589	StillImage	image/jpeg	https://static.inaturalist.org/photos/4675050/original.jpg?1472193112	http://www.inaturalist.org/photos/4675050			2016-08-20T23:17Z	vulpes		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	vulpes
1305152574	StillImage	image/jpeg	https://static.inaturalist.org/photos/4629063/original.jpeg?1471793893	http://inaturalist.ca/photos/4629063			2006-06-26T03:28Z	Carey B		iNaturalist			http://creativecommons.org/licenses/by-nc-nd/4.0/	Carey B
1305148387	StillImage	image/jpeg	https://static.inaturalist.org/photos/4611515/original.jpg?1471646976	http://www.inaturalist.org/photos/4611515			2016-08-15T21:14Z	moebridger		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	moebridger
1305148374	StillImage	image/jpeg	https://static.inaturalist.org/photos/4611528/original.jpg?1471647003	http://www.inaturalist.org/photos/4611528			2016-08-15T21:15Z	moebridger		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	moebridger
1291678752	StillImage	image/jpeg	https://static.inaturalist.org/photos/4506560/original.jpg?1470796245	http://inaturalist.ca/photos/4506560			2016-08-09T16:20Z	Jeffrey H. Skevington		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jeffrey H. Skevington
1291674423	StillImage	image/jpeg	https://static.inaturalist.org/photos/4484676/original.jpeg?1470666347	http://www.inaturalist.org/photos/4484676			2016-07-19T03:46Z	bigtoothfilms		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	bigtoothfilms
1291152324	StillImage	image/jpeg	https://static.inaturalist.org/photos/4378491/original.jpg?1469720202	http://www.inaturalist.org/photos/4378491			2015-06-27T23:03Z	Jeff Skrentny		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jeff Skrentny
1291152324	StillImage	image/jpeg	https://static.inaturalist.org/photos/6563539/original.jpeg?1489456362	https://www.inaturalist.org/photos/6563539			2015-06-27T23:03Z	Jeff Skrentny		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jeff Skrentny
1291151766	StillImage	image/jpeg	https://static.inaturalist.org/photos/4376275/original.jpg?1469681177	http://www.inaturalist.org/photos/4376275			2016-07-09T01:19Z	beschwar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	beschwar
1291151372	StillImage	image/jpeg	https://static.inaturalist.org/photos/4374986/original.jpeg?1469671853	http://www.inaturalist.org/photos/4374986			2016-07-09T12:11Z	Philip Woods		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Philip Woods
1291151372	StillImage	image/jpeg	https://static.inaturalist.org/photos/4374988/original.jpeg?1469671856	http://www.inaturalist.org/photos/4374988			2016-07-09T12:11Z	Philip Woods		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Philip Woods
1291150832	StillImage	image/jpeg	https://static.inaturalist.org/photos/4372775/original.jpg?1469657241	http://www.inaturalist.org/photos/4372775			2015-12-12T00:14Z	catabbott		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	catabbott
1291149534	StillImage	image/jpeg	https://static.inaturalist.org/photos/4367016/original.jpg?1469588008	http://www.inaturalist.org/photos/4367016			2016-07-05T21:53Z	beschwar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	beschwar
1291149014	StillImage	image/jpeg	https://static.inaturalist.org/photos/4364484/original.jpg?1469573388	http://www.inaturalist.org/photos/4364484			2016-07-05T02:32Z	beschwar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	beschwar
1291149014	StillImage	image/jpeg	https://static.inaturalist.org/photos/4364485/original.jpg?1469573388	http://www.inaturalist.org/photos/4364485			2016-07-05T03:23Z	beschwar		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	beschwar
1291144541	StillImage	image/jpeg	https://static.inaturalist.org/photos/4345290/original.jpeg?1469389375	http://www.inaturalist.org/photos/4345290			2016-06-17T23:02Z	srrgr16		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	srrgr16
1291103278	StillImage	image/jpeg	https://static.inaturalist.org/photos/4169379/original.jpg?1467556161	http://www.inaturalist.org/photos/4169379			2016-06-25T21:34Z	Andy Jones		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Andy Jones
1291103278	StillImage	image/jpeg	https://static.inaturalist.org/photos/4169381/original.jpg?1467556168	http://www.inaturalist.org/photos/4169381			2016-06-25T21:34Z	Andy Jones		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Andy Jones
1270045790	StillImage	image/jpeg	https://static.inaturalist.org/photos/3646703/original.JPG?1463018497	http://www.inaturalist.org/photos/3646703			2016-05-02T20:48Z	sustainabilityteam		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	sustainabilityteam
1270045790	StillImage	image/jpeg	https://static.inaturalist.org/photos/3646704/original.JPG?1463018497	http://www.inaturalist.org/photos/3646704			2016-05-02T20:48Z	sustainabilityteam		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	sustainabilityteam
1270045790	StillImage	image/jpeg	https://static.inaturalist.org/photos/3646705/original.JPG?1463018497	http://www.inaturalist.org/photos/3646705			2016-05-02T20:48Z	sustainabilityteam		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	sustainabilityteam
1270045790	StillImage	image/jpeg	https://static.inaturalist.org/photos/3646706/original.JPG?1463018498	http://www.inaturalist.org/photos/3646706			2016-05-02T20:48Z	sustainabilityteam		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	sustainabilityteam
1270045790	StillImage	image/jpeg	https://static.inaturalist.org/photos/3646707/original.JPG?1463018499	http://www.inaturalist.org/photos/3646707			2016-05-02T20:48Z	sustainabilityteam		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	sustainabilityteam
1270045783	StillImage	image/jpeg	https://static.inaturalist.org/photos/3646134/original.JPG?1463014302	http://www.inaturalist.org/photos/3646134			2016-05-02T19:11Z	sustainabilityteam		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	sustainabilityteam
1269540755	StillImage	image/jpeg	https://static.inaturalist.org/photos/3449289/original.jpg?1461287548	http://inaturalist.ca/photos/3449289			2014-06-14T02:00Z	kokanee		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	kokanee
1249238770				http://arctos.database.museum/MediaSearch.cfm?collection_object_id=25765866										
1211981941	StillImage	image/jpeg	https://static.inaturalist.org/photos/2583239/original.jpg?1446128282	http://www.inaturalist.org/photos/2583239			2015-06-13T10:19Z	Bridget Spencer		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Bridget Spencer
1147241725				http://macaulaylibrary.org/audio/55398	Columbian ground squirrel - Spermophilus columbianus									
1147238922				http://macaulaylibrary.org/video/415988	Columbian ground squirrel - Spermophilus columbianus									
1147224938				http://macaulaylibrary.org/video/420179	Columbian ground squirrel - Spermophilus columbianus									
1147221315				http://macaulaylibrary.org/video/420215	Columbian ground squirrel - Spermophilus columbianus									
1147195768				http://macaulaylibrary.org/video/411511	Columbian ground squirrel - Spermophilus columbianus									
1147192193				http://macaulaylibrary.org/video/415996	Columbian ground squirrel - Spermophilus columbianus									
1147190794				http://macaulaylibrary.org/video/420217	Columbian ground squirrel - Spermophilus columbianus									
1147188070				http://macaulaylibrary.org/video/415994	Columbian ground squirrel - Spermophilus columbianus									
1147180587				http://macaulaylibrary.org/video/417030	Columbian ground squirrel - Spermophilus columbianus									
1147180105				http://macaulaylibrary.org/video/415990	Columbian ground squirrel - Spermophilus columbianus									
1147167334				http://macaulaylibrary.org/video/420211	Columbian ground squirrel - Spermophilus columbianus									
1147153904				http://macaulaylibrary.org/audio/55397	Columbian ground squirrel - Spermophilus columbianus									
1147144380				http://macaulaylibrary.org/video/415989	Columbian ground squirrel - Spermophilus columbianus									
1147125049				http://macaulaylibrary.org/video/415993	Columbian ground squirrel - Spermophilus columbianus									
1147120302				http://macaulaylibrary.org/video/415997	Columbian ground squirrel - Spermophilus columbianus									
1147095192				http://macaulaylibrary.org/audio/55396	Columbian ground squirrel - Spermophilus columbianus									
1147053061				http://macaulaylibrary.org/video/420213	Columbian ground squirrel - Spermophilus columbianus									
1147051572				http://macaulaylibrary.org/audio/42257	Columbian ground squirrel - Spermophilus columbianus									
1147049290				http://macaulaylibrary.org/video/420216	Columbian ground squirrel - Spermophilus columbianus									
1143550191	StillImage	image/jpeg	https://static.inaturalist.org/photos/2416769/original.jpg?1442931724	http://www.inaturalist.org/photos/2416769			2015-08-02T17:47Z	Daniel George		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Daniel George
1143549225	StillImage	image/jpeg	https://static.inaturalist.org/photos/2413080/original.jpg?1442861163	http://www.inaturalist.org/photos/2413080			2015-07-29T00:08Z	John Sullivan		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	John Sullivan
1143543989	StillImage	image/jpeg	https://static.inaturalist.org/photos/2391757/original.JPG?1442422160	http://www.inaturalist.org/photos/2391757			2012-04-23T10:22Z	Johnny Wilson		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Johnny Wilson
1135528849	StillImage	image/jpeg	https://static.inaturalist.org/photos/2305348/original.JPG?1440495542	http://naturewatch.org.nz/photos/2305348			2015-08-17T19:15Z	Katy Johns		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Katy Johns
1135528812	StillImage	image/jpeg	https://static.inaturalist.org/photos/2305267/original.JPG?1440490810	http://naturewatch.org.nz/photos/2305267			2015-08-17T18:22Z	Katy Johns		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Katy Johns
1099973277	StillImage	image/jpeg	https://static.inaturalist.org/photos/2093005/original.jpg?1444668392	https://www.flickr.com/photos/zonotrichia/19425315596/			2015-06-30T20:18Z	Ken Schneider		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Ken Schneider
1099960921		application/octet-stream	https://static.inaturalist.org/photos/2037283/original.?1435044807	http://www.inaturalist.org/photos/2037283			2015-06-23T09:09Z	st1crow		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	st1crow
1092897706	StillImage	image/jpeg	https://static.inaturalist.org/photos/1913301/original.JPG?1432593751	http://www.inaturalist.org/photos/1913301			2015-05-11T01:46Z	kenkroeker		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	kenkroeker
1065589623	StillImage	image/jpeg	https://static.inaturalist.org/photos/1484675/original.jpg?1444711418	https://www.flickr.com/photos/wonderal/9489149889/			2013-06-28T17:21Z	Al		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Al
1024220904	StillImage	image/jpeg	https://static.inaturalist.org/photos/1092029/original.jpg?1409808181	http://www.inaturalist.org/photos/1092029			2014-08-10T02:00Z	Robby Deans		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Robby Deans
1024186739		application/octet-stream	https://static.inaturalist.org/photos/974326/original.jpg?1404879167	http://www.inaturalist.org/photos/974326			2014-07-09T03:52Z	John Hannah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	John Hannah
1024186739		application/octet-stream	https://static.inaturalist.org/photos/974327/original.jpg?1404879168	http://www.inaturalist.org/photos/974327			2014-07-09T03:52Z	John Hannah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	John Hannah
1024186739		application/octet-stream	https://static.inaturalist.org/photos/974328/original.jpg?1404879176	http://www.inaturalist.org/photos/974328			2014-07-09T03:52Z	John Hannah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	John Hannah
1024186739		application/octet-stream	https://static.inaturalist.org/photos/974329/original.jpg?1404879186	http://www.inaturalist.org/photos/974329			2014-07-09T03:52Z	John Hannah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	John Hannah
1024186739		application/octet-stream	https://static.inaturalist.org/photos/974330/original.jpg?1404879192	http://www.inaturalist.org/photos/974330			2014-07-09T03:52Z	John Hannah		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	John Hannah
923364144		text/html		http://www.enjoynature.net/?bild=-1016987414										
911493495	StillImage	image/jpeg	https://static.inaturalist.org/photos/850656/original.JPG?1399965999	http://www.inaturalist.org/photos/850656			2009-08-16T19:34Z	sea-kangaroo		iNaturalist			http://creativecommons.org/licenses/by-nc-nd/4.0/	sea-kangaroo
911490351	StillImage	image/jpeg	https://static.inaturalist.org/photos/202335/original.JPG?1352664467				2009-08-15T02:00Z	sea-kangaroo		iNaturalist			http://creativecommons.org/licenses/by-nc-nd/4.0/	sea-kangaroo
910490372	StillImage	image/jpeg	https://static.inaturalist.org/photos/57641/original.JPG				2010-07-08T02:00Z	megatherium		iNaturalist			http://creativecommons.org/licenses/by-nc-nd/4.0/	megatherium
910490369	StillImage	image/jpeg	https://static.inaturalist.org/photos/57639/original.JPG				2010-07-08T02:00Z	megatherium		iNaturalist			http://creativecommons.org/licenses/by-nc-nd/4.0/	megatherium
899980559		application/octet-stream	https://static.inaturalist.org/photos/834120/original.jpg?1399323905	http://www.inaturalist.org/photos/834120			2014-05-05T23:00Z	bmclane		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	bmclane
891740078	StillImage	image/jpeg	https://static.inaturalist.org/photos/496463/original.JPG?1379123856	http://www.inaturalist.org/photos/496463			2009-08-24T14:24Z	skiman1016		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	skiman1016
891139575	StillImage	image/jpeg	https://static.inaturalist.org/photos/293759/original.JPG?1365615584	http://www.inaturalist.org/photos/293759			2012-07-28T07:26Z	xjanecap		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	xjanecap
891126281	StillImage	image/jpeg	https://static.inaturalist.org/photos/257610/original.JPG?1361508261	http://www.inaturalist.org/photos/257610			2010-07-09T10:33Z	sea-kangaroo		iNaturalist			http://creativecommons.org/licenses/by-nc-nd/4.0/	sea-kangaroo
891120249	StillImage	image/jpeg	https://static.inaturalist.org/photos/241344/original.jpg?1359243263	http://www.inaturalist.org/photos/241344			2001-06-19T02:00Z	greglasley		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	greglasley
891120249	StillImage	image/jpeg	https://static.inaturalist.org/photos/241345/original.jpg?1359243309	http://www.inaturalist.org/photos/241345			2001-06-19T02:00Z	greglasley		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	greglasley
891120249	StillImage	image/jpeg	https://static.inaturalist.org/photos/241346/original.jpg?1359243327	http://www.inaturalist.org/photos/241346			2001-06-19T02:00Z	greglasley		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	greglasley
