x,y,species cloglog values
224.0,224.0,0.0013431243
225.0,225.0,0.0019995691
226.0,226.0,0.8385019
227.0,227.0,0.04650862
228.0,228.0,0.014763921
229.0,229.0,8.158939E-5
230.0,230.0,0.10376573
231.0,231.0,0.0849251
232.0,232.0,0.40637386
233.0,233.0,0.7382167
234.0,234.0,0.20556773
235.0,235.0,0.20779262
236.0,236.0,0.26932067
237.0,237.0,0.0017958909
238.0,238.0,4.3070185E-7
239.0,239.0,0.30917168
240.0,240.0,7.443945E-5
241.0,241.0,0.21227457
242.0,242.0,0.0013746427
243.0,243.0,7.7429434E-7
244.0,244.0,3.6968715E-6
245.0,245.0,0.16094114
246.0,246.0,0.035213493
247.0,247.0,1.5089444E-7
248.0,248.0,0.422574
249.0,249.0,0.11540931
250.0,250.0,0.13042982
251.0,251.0,0.0705388
252.0,252.0,0.42104208
253.0,253.0,8.337754E-6
254.0,254.0,0.20977142
255.0,255.0,0.006447829
256.0,256.0,1.3765718E-7
257.0,257.0,0.39635426
258.0,258.0,0.16241181
259.0,259.0,0.14111681
260.0,260.0,0.50128245
261.0,261.0,3.3484328E-6
262.0,262.0,0.16914912
263.0,263.0,1.0464273E-7
264.0,264.0,0.44137093
265.0,265.0,7.677063E-5
266.0,266.0,0.35023895
267.0,267.0,0.0011891271
268.0,268.0,0.019390106
269.0,269.0,1.4871241E-5
270.0,270.0,6.26124E-8
271.0,271.0,0.001363509
272.0,272.0,3.8532622E-7
273.0,273.0,0.0059820767
274.0,274.0,0.002205697
275.0,275.0,6.0017534E-8
276.0,276.0,0.2989659
277.0,277.0,0.6175623
278.0,278.0,0.028389467
279.0,279.0,0.10380698
280.0,280.0,0.4228455
281.0,281.0,0.0016770759
282.0,282.0,0.18055992
283.0,283.0,0.14309789
284.0,284.0,0.03149096
285.0,285.0,0.23594138
286.0,286.0,0.22210659
287.0,287.0,3.4522402E-6
288.0,288.0,0.14341418
289.0,289.0,0.048254296
290.0,290.0,0.12748453
291.0,291.0,0.17078328
292.0,292.0,8.07171E-5
293.0,293.0,0.342922
294.0,294.0,0.42819932
295.0,295.0,0.3195222
296.0,296.0,5.8285564E-6
297.0,297.0,0.002116247
298.0,298.0,0.34514382
299.0,299.0,0.69570714
300.0,300.0,4.2938255E-4
301.0,301.0,7.452E-5
302.0,302.0,0.18612751
303.0,303.0,0.115031034
304.0,304.0,0.33583114
305.0,305.0,1.533093E-4
306.0,306.0,4.716647E-8
307.0,307.0,0.074764274
308.0,308.0,0.33741462
309.0,309.0,0.0416586
310.0,310.0,0.015560642
311.0,311.0,0.31780303
312.0,312.0,1.632649E-6
313.0,313.0,7.012047E-7
314.0,314.0,0.33205518
315.0,315.0,0.3183228
316.0,316.0,0.6207743
317.0,317.0,0.19265448
318.0,318.0,2.174127E-6
319.0,319.0,1.6715157E-5
320.0,320.0,0.244298
321.0,321.0,4.8031046E-7
322.0,322.0,1.4764739E-5
323.0,323.0,0.12323567
324.0,324.0,0.0027705126
325.0,325.0,0.0244557
326.0,326.0,0.40444842
327.0,327.0,0.030981619
328.0,328.0,0.39244148
329.0,329.0,0.1779485
330.0,330.0,0.1744857
331.0,331.0,0.43601313
332.0,332.0,0.0021676952
333.0,333.0,0.2584692
334.0,334.0,0.28811803
335.0,335.0,1.8188868E-5
336.0,336.0,1.8710855E-6
337.0,337.0,0.41612452
338.0,338.0,0.1956088
339.0,339.0,0.26679006
340.0,340.0,0.3602316
341.0,341.0,0.012567177
342.0,342.0,0.027239881
343.0,343.0,0.6818381
344.0,344.0,0.014449765
345.0,345.0,0.22832926
346.0,346.0,7.7976057E-7
347.0,347.0,0.18774557
348.0,348.0,0.30451542
349.0,349.0,0.51128274
350.0,350.0,0.28539643
351.0,351.0,2.9674072E-7
352.0,352.0,0.23171163
353.0,353.0,0.0380069
354.0,354.0,9.410331E-7
355.0,355.0,3.625466E-7
356.0,356.0,1.715907E-4
357.0,357.0,0.20122334
358.0,358.0,0.0623789
359.0,359.0,0.25725034
360.0,360.0,0.059714865
361.0,361.0,0.014724865
362.0,362.0,0.019911185
363.0,363.0,0.098708145
364.0,364.0,0.007998164
365.0,365.0,0.24770802
366.0,366.0,0.13757984
367.0,367.0,0.030230734
368.0,368.0,0.42250198
369.0,369.0,2.4652658E-5
370.0,370.0,9.3884836E-4
371.0,371.0,0.9877791
372.0,372.0,0.40205315
373.0,373.0,0.2647599
374.0,374.0,0.18653981
375.0,375.0,0.22474787
376.0,376.0,0.22101773
377.0,377.0,0.0010403865
378.0,378.0,0.530841
379.0,379.0,9.166063E-6
380.0,380.0,4.6910028E-4
381.0,381.0,0.016424522
382.0,382.0,5.1970304E-8
383.0,383.0,3.620608E-6
384.0,384.0,0.22237776
385.0,385.0,0.31743422
386.0,386.0,0.8838465
387.0,387.0,0.007542565
388.0,388.0,0.032084092
389.0,389.0,0.7715299
390.0,390.0,0.004784546
391.0,391.0,3.1459364E-5
392.0,392.0,0.33852434
393.0,393.0,0.00178134
394.0,394.0,0.60871184
395.0,395.0,2.4781684E-7
396.0,396.0,6.6382496E-4
397.0,397.0,7.3757847E-6
398.0,398.0,9.8419914E-5
399.0,399.0,0.12229482
400.0,400.0,0.15559554
401.0,401.0,0.026893599
402.0,402.0,0.10993918
403.0,403.0,0.9023313
404.0,404.0,0.24208201
405.0,405.0,0.5595024
406.0,406.0,0.4669031
407.0,407.0,0.20892993
408.0,408.0,0.38119766
409.0,409.0,1.7871526E-4
410.0,410.0,0.28778246
411.0,411.0,0.7515421
412.0,412.0,1.22648125E-5
413.0,413.0,0.07165748
414.0,414.0,0.0031001074
415.0,415.0,0.7961076
416.0,416.0,4.9019112E-5
417.0,417.0,0.27816695
418.0,418.0,0.28537995
419.0,419.0,0.018926658
420.0,420.0,0.26292273
421.0,421.0,0.32548147
422.0,422.0,0.001689656
423.0,423.0,0.00798792
424.0,424.0,0.008189723
425.0,425.0,0.46125847
426.0,426.0,0.12420773
427.0,427.0,0.06995824
428.0,428.0,0.00655136
429.0,429.0,0.1506483
430.0,430.0,0.0015445056
431.0,431.0,1.6972591E-4
432.0,432.0,0.42365766
433.0,433.0,0.4224328
434.0,434.0,0.010451767
435.0,435.0,2.0134307E-7
436.0,436.0,0.0034395475
437.0,437.0,2.6053152E-7
438.0,438.0,6.2357425E-4
439.0,439.0,8.0385536E-4
440.0,440.0,0.0010180178
441.0,441.0,4.898844E-5
442.0,442.0,0.002950234
443.0,443.0,0.12901127
444.0,444.0,0.036810152
445.0,445.0,0.004281671
446.0,446.0,0.03362741
447.0,447.0,0.52964807
448.0,448.0,0.2744744
449.0,449.0,5.1799052E-5
450.0,450.0,0.011702891
451.0,451.0,0.43328065
452.0,452.0,0.36374384
453.0,453.0,0.3053087
454.0,454.0,0.001841044
455.0,455.0,0.21267684
456.0,456.0,0.3432819
457.0,457.0,0.022049267
458.0,458.0,3.3178952E-5
459.0,459.0,0.010326945
460.0,460.0,2.8190914E-5
461.0,461.0,0.31785178
462.0,462.0,1.5579368E-6
463.0,463.0,7.2684285E-5
464.0,464.0,0.16787961
465.0,465.0,1.12082744E-4
466.0,466.0,0.924295
467.0,467.0,0.10577754
468.0,468.0,0.28877014
469.0,469.0,0.19792491
470.0,470.0,0.017483966
471.0,471.0,0.30816796
472.0,472.0,0.37279126
473.0,473.0,0.1831213
474.0,474.0,0.15603222
475.0,475.0,2.879613E-5
476.0,476.0,0.18848853
477.0,477.0,1.9251247E-5
478.0,478.0,0.0039838413
479.0,479.0,2.3173538E-5
480.0,480.0,0.07684514
481.0,481.0,5.018143E-6
482.0,482.0,0.21848725
483.0,483.0,0.001479436
484.0,484.0,9.64182E-5
485.0,485.0,0.22141032
486.0,486.0,0.25331518
487.0,487.0,1.1764221E-4
488.0,488.0,0.018134939
489.0,489.0,0.2106447
490.0,490.0,0.022913931
491.0,491.0,0.2266616
492.0,492.0,6.0955153E-5
493.0,493.0,0.16853282
494.0,494.0,0.9773478
495.0,495.0,0.07013045
496.0,496.0,0.32746434
497.0,497.0,0.0026477021
498.0,498.0,0.0014407447
499.0,499.0,0.79318136
500.0,500.0,0.07032772
501.0,501.0,0.01147577
502.0,502.0,0.04477212
503.0,503.0,0.0011222896
504.0,504.0,0.12689458
505.0,505.0,1.4417483E-4
506.0,506.0,0.13626029
507.0,507.0,9.064318E-5
508.0,508.0,0.83124727
509.0,509.0,0.5730982
510.0,510.0,2.5275589E-5
511.0,511.0,0.9324966
512.0,512.0,0.005302871
513.0,513.0,0.490535
514.0,514.0,0.838127
515.0,515.0,7.8897565E-6
516.0,516.0,1.8291463E-5
517.0,517.0,0.01738049
518.0,518.0,0.034043826
519.0,519.0,0.45331165
520.0,520.0,0.5679787
521.0,521.0,0.5599911
522.0,522.0,0.4715943
523.0,523.0,0.004127067
524.0,524.0,0.020527344
525.0,525.0,0.4126031
526.0,526.0,0.13911656
527.0,527.0,0.40579614
528.0,528.0,0.05096439
529.0,529.0,2.0390157E-6
530.0,530.0,0.114510626
531.0,531.0,0.045257837
532.0,532.0,0.12795089
533.0,533.0,2.1960906E-4
534.0,534.0,0.19210047
535.0,535.0,0.61410093
536.0,536.0,0.38644293
537.0,537.0,0.011319851
538.0,538.0,0.59590274
539.0,539.0,0.3017577
540.0,540.0,0.24770042
541.0,541.0,0.87325364
542.0,542.0,0.405844
543.0,543.0,0.035588503
544.0,544.0,0.15255603
545.0,545.0,0.004266153
546.0,546.0,4.2369524E-5
547.0,547.0,0.32724142
548.0,548.0,0.008527758
549.0,549.0,0.019326912
550.0,550.0,0.5158699
551.0,551.0,0.34195247
552.0,552.0,0.006905179
553.0,553.0,0.351444
554.0,554.0,0.30614805
555.0,555.0,1.1867429E-4
556.0,556.0,0.13745517
557.0,557.0,0.2663023
558.0,558.0,1.8271397E-6
559.0,559.0,0.2355752
560.0,560.0,0.0070100552
561.0,561.0,0.03621679
562.0,562.0,0.4321795
563.0,563.0,0.10642665
564.0,564.0,3.5314812E-8
565.0,565.0,0.24029481
566.0,566.0,9.858211E-5
567.0,567.0,4.492966E-5
568.0,568.0,0.031407636
569.0,569.0,3.39347E-5
570.0,570.0,0.46300066
571.0,571.0,0.38785708
572.0,572.0,1.0933335E-6
573.0,573.0,0.02293599
574.0,574.0,0.29411536
575.0,575.0,0.06680138
576.0,576.0,0.20503905
577.0,577.0,0.07423124
578.0,578.0,0.36233228
579.0,579.0,0.12743816
580.0,580.0,0.011735337
581.0,581.0,0.00848268
582.0,582.0,6.645287E-5
583.0,583.0,1.858829E-5
584.0,584.0,0.010649452
585.0,585.0,0.1644788
586.0,586.0,0.017694352
587.0,587.0,0.06949035
588.0,588.0,0.398752
589.0,589.0,0.45328173
590.0,590.0,0.072392456
591.0,591.0,0.001625696
592.0,592.0,0.09068143
593.0,593.0,9.455923E-6
594.0,594.0,0.13639979
595.0,595.0,0.16201942
596.0,596.0,0.04147235
597.0,597.0,5.137068E-7
598.0,598.0,0.17315176
599.0,599.0,0.0017678405
600.0,600.0,2.4353323E-4
601.0,601.0,3.532335E-5
602.0,602.0,0.029183742
603.0,603.0,0.02743913
604.0,604.0,0.25136405
605.0,605.0,4.2847535E-8
606.0,606.0,0.009961417
607.0,607.0,4.5660764E-7
608.0,608.0,0.13801606
609.0,609.0,0.39623997
610.0,610.0,0.5620983
611.0,611.0,3.2328162E-4
612.0,612.0,0.20622988
613.0,613.0,0.30390525
614.0,614.0,0.017235477
615.0,615.0,0.7243853
616.0,616.0,0.15016104
617.0,617.0,0.0075715757
618.0,618.0,2.3546101E-5
619.0,619.0,0.09196417
620.0,620.0,0.025637092
621.0,621.0,0.0016333169
622.0,622.0,0.0020444845
623.0,623.0,0.18224609
624.0,624.0,0.22283332
625.0,625.0,0.16907462
626.0,626.0,0.010916483
627.0,627.0,0.069342114
628.0,628.0,0.012082222
629.0,629.0,2.223722E-6
630.0,630.0,3.484151E-7
631.0,631.0,0.39113683
632.0,632.0,0.030471602
633.0,633.0,0.028170016
634.0,634.0,0.011911712
635.0,635.0,0.96675056
636.0,636.0,6.043191E-7
637.0,637.0,0.3224969
638.0,638.0,0.16961156
639.0,639.0,0.3085029
640.0,640.0,0.215015
641.0,641.0,0.38841364
642.0,642.0,8.5199355E-7
643.0,643.0,0.23862821
644.0,644.0,2.9760818E-6
645.0,645.0,1.3614322E-4
646.0,646.0,0.3282345
647.0,647.0,4.4274912E-4
648.0,648.0,0.08060595
649.0,649.0,0.2945677
650.0,650.0,2.145014E-4
651.0,651.0,0.116271384
652.0,652.0,0.071094565
653.0,653.0,0.18323667
654.0,654.0,0.5059897
655.0,655.0,0.01892514
656.0,656.0,0.38042644
657.0,657.0,2.1234187E-4
658.0,658.0,0.10083409
659.0,659.0,6.6634E-6
660.0,660.0,0.0021916337
661.0,661.0,0.29749507
662.0,662.0,0.008666076
663.0,663.0,0.33611465
664.0,664.0,0.3373839
665.0,665.0,7.188079E-4
666.0,666.0,0.11676544
667.0,667.0,0.0808264
668.0,668.0,0.5233161
669.0,669.0,0.08728602
670.0,670.0,0.20663984
671.0,671.0,0.34032056
672.0,672.0,0.16654335
673.0,673.0,0.10984949
674.0,674.0,0.021666557
675.0,675.0,0.19980907
676.0,676.0,0.43127462
677.0,677.0,0.16447586
678.0,678.0,3.825037E-5
679.0,679.0,0.0013038038
680.0,680.0,0.3749691
681.0,681.0,1.1691885E-7
682.0,682.0,0.4947948
683.0,683.0,7.824544E-6
684.0,684.0,1.5733277E-6
685.0,685.0,0.028859815
686.0,686.0,1.5214594E-6
687.0,687.0,0.008030773
688.0,688.0,0.34139282
689.0,689.0,0.7317136
690.0,690.0,0.06797098
691.0,691.0,0.0014319875
692.0,692.0,1.5905382E-4
693.0,693.0,0.029403813
694.0,694.0,7.9683424E-4
695.0,695.0,0.34310225
696.0,696.0,0.23900285
697.0,697.0,0.101040214
698.0,698.0,0.98377734
699.0,699.0,0.29148942
700.0,700.0,3.3252898E-5
701.0,701.0,3.8514961E-4
702.0,702.0,0.17631483
703.0,703.0,3.0136863E-7
704.0,704.0,0.34939772
705.0,705.0,0.14233972
706.0,706.0,0.18348907
707.0,707.0,0.3660061
708.0,708.0,0.019707646
709.0,709.0,0.19777198
710.0,710.0,0.65777767
711.0,711.0,0.021775065
712.0,712.0,0.09250769
713.0,713.0,5.128643E-4
714.0,714.0,0.109695144
715.0,715.0,0.11536321
716.0,716.0,0.38642755
717.0,717.0,0.77692664
718.0,718.0,3.684391E-8
719.0,719.0,0.014701832
720.0,720.0,0.16892944
721.0,721.0,0.3861308
722.0,722.0,0.30659473
723.0,723.0,0.30675587
724.0,724.0,1.4225497E-5
725.0,725.0,3.313244E-7
726.0,726.0,0.051446527
727.0,727.0,0.19976868
728.0,728.0,1.4752297E-6
729.0,729.0,0.30930728
730.0,730.0,0.45192033
731.0,731.0,0.4204655
732.0,732.0,0.388813
733.0,733.0,0.4531549
734.0,734.0,0.020134285
735.0,735.0,0.4378851
736.0,736.0,5.507368E-4
737.0,737.0,0.73086315
738.0,738.0,0.0494837
739.0,739.0,0.13913918
740.0,740.0,7.9074255E-7
741.0,741.0,3.3773584E-4
742.0,742.0,0.7089844
743.0,743.0,9.040641E-4
744.0,744.0,0.13058442
745.0,745.0,0.1746755
746.0,746.0,0.1311079
747.0,747.0,0.38525784
748.0,748.0,1.2076758E-7
749.0,749.0,0.09404096
750.0,750.0,0.3042379
751.0,751.0,0.3323896
752.0,752.0,3.187251E-6
753.0,753.0,0.30491272
754.0,754.0,0.34463084
755.0,755.0,0.18710002
756.0,756.0,1.957258E-6
757.0,757.0,0.13547225
758.0,758.0,0.00172136
759.0,759.0,0.14797583
760.0,760.0,2.1745777E-4
761.0,761.0,0.20909806
762.0,762.0,0.2441042
763.0,763.0,1.5681228E-6
764.0,764.0,0.009086455
765.0,765.0,0.32711697
766.0,766.0,0.15909
767.0,767.0,0.19443412
768.0,768.0,0.021434745
769.0,769.0,0.00898996
770.0,770.0,0.053427115
771.0,771.0,0.045051675
772.0,772.0,0.36288172
773.0,773.0,4.6768E-6
774.0,774.0,0.12131009
775.0,775.0,0.26579016
776.0,776.0,0.24499469
777.0,777.0,0.0011113681
778.0,778.0,7.352048E-8
779.0,779.0,0.1492457
780.0,780.0,0.099626414
781.0,781.0,0.4219724
782.0,782.0,0.1373075
783.0,783.0,0.256164
784.0,784.0,0.084326014
785.0,785.0,0.9547429
786.0,786.0,0.886006
787.0,787.0,0.050580498
788.0,788.0,1.7619412E-5
789.0,789.0,4.774808E-4
790.0,790.0,0.117362894
791.0,791.0,0.027382843
792.0,792.0,0.17618851
793.0,793.0,0.16118228
794.0,794.0,0.38494846
795.0,795.0,0.021779776
796.0,796.0,0.054717902
797.0,797.0,0.99999523
798.0,798.0,1.709987E-7
799.0,799.0,0.765287
800.0,800.0,0.002464218
801.0,801.0,0.50061965
802.0,802.0,0.0018862158
803.0,803.0,1.8272613E-5
804.0,804.0,7.774174E-6
805.0,805.0,2.2157449E-6
806.0,806.0,0.32024252
807.0,807.0,1.0348421E-6
808.0,808.0,0.014602512
809.0,809.0,0.40301207
810.0,810.0,0.08675019
811.0,811.0,0.3728133
812.0,812.0,0.4691105
813.0,813.0,8.5435156E-4
814.0,814.0,0.08073036
815.0,815.0,0.35419756
816.0,816.0,0.022751957
817.0,817.0,0.286201
818.0,818.0,0.38889068
819.0,819.0,0.12450736
820.0,820.0,0.25625172
821.0,821.0,0.13975109
822.0,822.0,2.862524E-5
823.0,823.0,0.071228854
824.0,824.0,0.2373416
825.0,825.0,1.1223083E-6
826.0,826.0,0.19341533
827.0,827.0,0.12951797
828.0,828.0,0.07405596
829.0,829.0,0.10938952
830.0,830.0,0.16005033
831.0,831.0,0.20791487
832.0,832.0,0.02472185
833.0,833.0,0.0069462303
834.0,834.0,4.7027574E-5
835.0,835.0,0.20377839
836.0,836.0,0.0072510294
837.0,837.0,0.0045202314
838.0,838.0,0.012650469
839.0,839.0,0.28159758
840.0,840.0,4.451062E-5
841.0,841.0,0.3661863
842.0,842.0,0.52904683
843.0,843.0,0.031775534
844.0,844.0,2.2265861E-7
845.0,845.0,1.8506069E-5
846.0,846.0,0.04597993
847.0,847.0,0.19603701
848.0,848.0,2.490426E-4
849.0,849.0,0.029769514
850.0,850.0,0.85163474
851.0,851.0,0.01202961
852.0,852.0,0.2736075
853.0,853.0,0.0063714283
854.0,854.0,7.663673E-4
855.0,855.0,0.0064848536
856.0,856.0,2.1061705E-5
857.0,857.0,3.6001788E-4
858.0,858.0,0.26224324
859.0,859.0,0.004946436
860.0,860.0,0.0015691434
861.0,861.0,0.22034276
862.0,862.0,0.81934553
863.0,863.0,3.0948402E-6
864.0,864.0,1.4885754E-4
865.0,865.0,4.0148607E-5
866.0,866.0,0.0066262325
867.0,867.0,0.04720769
868.0,868.0,8.134913E-5
869.0,869.0,0.21032187
870.0,870.0,2.1838181E-4
871.0,871.0,0.027985046
872.0,872.0,0.13444935
873.0,873.0,0.046129275
874.0,874.0,9.2789756E-5
875.0,875.0,0.0052383365
876.0,876.0,0.04870872
877.0,877.0,0.007286216
878.0,878.0,0.2355913
879.0,879.0,0.3814614
880.0,880.0,6.110618E-7
881.0,881.0,0.045000043
882.0,882.0,0.43283203
883.0,883.0,0.027519574
884.0,884.0,1.3969858E-4
885.0,885.0,3.172867E-6
886.0,886.0,0.30752647
887.0,887.0,0.48828763
888.0,888.0,0.047192764
889.0,889.0,8.440877E-4
890.0,890.0,0.006731983
891.0,891.0,0.078254215
892.0,892.0,0.7363723
893.0,893.0,0.04030369
894.0,894.0,0.47399715
895.0,895.0,0.016322106
896.0,896.0,0.0070547266
897.0,897.0,5.616357E-7
898.0,898.0,0.010194963
899.0,899.0,0.027544921
900.0,900.0,0.22783755
901.0,901.0,5.352659E-5
902.0,902.0,0.3314442
903.0,903.0,0.022081262
904.0,904.0,0.01842322
905.0,905.0,2.6271951E-5
906.0,906.0,0.18429966
907.0,907.0,1.6178087E-4
908.0,908.0,0.2713673
909.0,909.0,0.008500572
910.0,910.0,8.956475E-5
911.0,911.0,7.78113E-5
912.0,912.0,0.09420373
913.0,913.0,0.16023426
914.0,914.0,0.1853125
915.0,915.0,2.9213701E-5
916.0,916.0,1.17572745E-5
917.0,917.0,0.49470782
918.0,918.0,0.1942567
919.0,919.0,3.080183E-5
920.0,920.0,0.37047738
921.0,921.0,6.7745937E-6
922.0,922.0,0.19525279
923.0,923.0,0.2614367
924.0,924.0,0.5344922
925.0,925.0,0.8355104
926.0,926.0,0.6642403
927.0,927.0,0.14472394
928.0,928.0,0.13006109
929.0,929.0,0.36568138
930.0,930.0,0.2087569
931.0,931.0,0.07246325
932.0,932.0,0.0013064075
933.0,933.0,0.23958147
934.0,934.0,0.12957463
935.0,935.0,0.26383677
936.0,936.0,0.562591
937.0,937.0,0.19351351
938.0,938.0,2.4882154E-5
939.0,939.0,0.23933785
940.0,940.0,0.065409265
941.0,941.0,0.61267823
942.0,942.0,0.2808828
943.0,943.0,0.16038148
944.0,944.0,3.995797E-5
945.0,945.0,0.30538952
946.0,946.0,0.0010225471
947.0,947.0,0.8257736
948.0,948.0,0.04186133
949.0,949.0,0.0021091984
950.0,950.0,0.0039924267
951.0,951.0,0.0011270026
952.0,952.0,0.3099888
